pixel_id,lc
102892,woodland
102896,woodland
102899,woodland
102900,woodland
102902,woodland
102906,woodland
102907,woodland
102908,woodland
102909,woodland
102911,woodland
102912,woodland
102914,woodland
102915,woodland
102916,woodland
102917,woodland
102918,woodland
102920,woodland
103045,woodland
103046,woodland
103047,woodland
103196,woodland
103197,woodland
103199,woodland
103201,woodland
103202,woodland
103203,woodland
103205,woodland
103209,woodland
103210,woodland
103211,woodland
103213,woodland
103216,woodland
103217,woodland
103222,woodland
103223,woodland
103224,woodland
103227,woodland
103229,woodland
103230,woodland
103231,woodland
103232,woodland
103233,woodland
103234,woodland
103235,woodland
103236,woodland
103237,woodland
103238,woodland
103239,woodland
103240,woodland
103394,woodland
103482,woodland
103483,woodland
103485,woodland
103488,woodland
103489,woodland
103490,woodland
103492,woodland
103493,woodland
103494,woodland
103497,woodland
103501,woodland
103503,woodland
103628,woodland
103775,woodland
103780,woodland
103781,woodland
103782,woodland
103783,woodland
103784,woodland
103785,woodland
103786,woodland
103787,woodland
103789,woodland
103793,woodland
103794,woodland
103796,woodland
103798,woodland
103799,woodland
103800,woodland
103805,woodland
103806,woodland
103809,woodland
103810,woodland
103812,woodland
103814,woodland
103815,woodland
103816,woodland
103817,woodland
103818,woodland
103819,woodland
103820,woodland
103821,woodland
103822,woodland
103824,woodland
103921,woodland
104064,woodland
104068,woodland
104074,woodland
104076,woodland
104077,woodland
104082,woodland
104084,woodland
104085,woodland
104086,woodland
104129,woodland
104210,woodland
104212,woodland
104214,woodland
104359,woodland
104362,woodland
104363,woodland
104364,woodland
104365,woodland
104366,woodland
104367,woodland
104368,woodland
104375,woodland
104376,woodland
104384,woodland
104389,woodland
104390,woodland
104391,woodland
104392,woodland
104396,woodland
104397,woodland
104398,woodland
104399,woodland
104401,woodland
104402,woodland
104403,woodland
104404,woodland
104405,woodland
104406,woodland
104407,woodland
104642,woodland
104647,woodland
104648,woodland
104649,woodland
104650,woodland
104654,woodland
104655,woodland
104656,woodland
104657,woodland
104658,woodland
104659,woodland
104660,woodland
104664,woodland
104667,woodland
104668,woodland
104797,woodland
104798,woodland
104943,woodland
104944,woodland
104945,woodland
104946,woodland
104947,woodland
104948,woodland
104949,woodland
104950,woodland
104951,woodland
104952,woodland
104953,woodland
104954,woodland
104959,woodland
104964,woodland
104965,woodland
104966,woodland
104967,woodland
104968,woodland
104970,woodland
104971,woodland
104974,woodland
104981,woodland
104982,woodland
104983,woodland
104984,woodland
104986,woodland
104987,woodland
104988,woodland
104989,woodland
104991,woodland
105220,woodland
105224,woodland
105225,woodland
105228,woodland
105232,woodland
105233,woodland
105234,woodland
105235,woodland
105236,woodland
105238,woodland
105239,woodland
105240,woodland
105241,woodland
105242,woodland
105244,woodland
105250,woodland
105251,woodland
105256,woodland
105262,woodland
105277,woodland
105378,woodland
105379,woodland
105380,woodland
105381,woodland
105382,woodland
105524,woodland
105525,woodland
105526,woodland
105527,woodland
105528,woodland
105529,woodland
105530,woodland
105531,woodland
105532,woodland
105533,woodland
105534,woodland
105535,woodland
105537,woodland
105540,woodland
105541,woodland
105542,woodland
105543,woodland
105544,woodland
105550,woodland
105563,woodland
105564,woodland
105567,woodland
105568,woodland
105569,woodland
105570,woodland
105571,woodland
105572,woodland
105730,woodland
105760,woodland
105809,woodland
105811,woodland
105815,woodland
105816,woodland
105817,woodland
105818,woodland
105819,woodland
105820,woodland
105821,woodland
105822,woodland
105823,woodland
105824,woodland
105825,woodland
105826,woodland
105827,woodland
105830,woodland
105831,woodland
105833,woodland
105834,woodland
105876,woodland
105959,woodland
105962,woodland
105963,woodland
105964,woodland
106108,woodland
106109,woodland
106110,woodland
106111,woodland
106112,woodland
106113,woodland
106114,woodland
106115,woodland
106122,woodland
106123,woodland
106124,woodland
106125,woodland
106126,woodland
106127,woodland
106128,woodland
106130,woodland
106131,woodland
106132,woodland
106133,woodland
106134,woodland
106137,woodland
106144,woodland
106145,woodland
106146,woodland
106147,woodland
106149,woodland
106150,woodland
106151,woodland
106152,woodland
106153,woodland
106154,woodland
106155,woodland
106157,woodland
106307,woodland
106310,woodland
106311,woodland
106383,woodland
106389,woodland
106391,woodland
106392,woodland
106393,woodland
106396,woodland
106399,woodland
106400,woodland
106401,woodland
106402,woodland
106403,woodland
106404,woodland
106405,woodland
106406,woodland
106410,woodland
106412,woodland
106457,woodland
106548,woodland
106692,woodland
106693,woodland
106694,woodland
106695,woodland
106697,woodland
106698,woodland
106700,woodland
106703,woodland
106704,woodland
106705,woodland
106706,woodland
106707,woodland
106712,woodland
106713,woodland
106714,woodland
106716,woodland
106723,woodland
106728,woodland
106729,woodland
106730,woodland
106731,woodland
106732,woodland
106733,woodland
106734,woodland
106735,woodland
106736,woodland
106737,woodland
106739,woodland
106740,woodland
106880,woodland
106890,woodland
106891,woodland
106892,woodland
106895,woodland
106919,woodland
106925,woodland
106949,woodland
106950,woodland
106970,woodland
106978,woodland
106982,woodland
106983,woodland
106986,woodland
106987,woodland
106988,woodland
106989,woodland
106992,woodland
106993,woodland
106994,woodland
106995,woodland
106996,woodland
106998,woodland
107001,woodland
107032,woodland
107277,woodland
107280,woodland
107281,woodland
107282,woodland
107286,woodland
107287,woodland
107288,woodland
107289,woodland
107290,woodland
107292,woodland
107293,woodland
107294,woodland
107296,woodland
107297,woodland
107298,woodland
107299,woodland
107300,woodland
107302,woodland
107310,woodland
107311,woodland
107313,woodland
107314,woodland
107315,woodland
107316,woodland
107317,woodland
107318,woodland
107319,woodland
107320,woodland
107321,woodland
107469,woodland
107470,woodland
107472,woodland
107475,woodland
107476,woodland
107477,woodland
107479,woodland
107484,woodland
107501,woodland
107530,woodland
107537,woodland
107545,woodland
107551,woodland
107556,woodland
107564,woodland
107565,woodland
107566,woodland
107567,woodland
107568,woodland
107569,woodland
107570,woodland
107572,woodland
107573,woodland
107574,woodland
107575,woodland
107576,woodland
107579,woodland
107581,woodland
107583,woodland
107617,woodland
107622,woodland
107626,woodland
107859,woodland
107861,woodland
107862,woodland
107863,woodland
107864,woodland
107866,woodland
107868,woodland
107869,woodland
107870,woodland
107871,woodland
107872,woodland
107873,woodland
107875,woodland
107876,woodland
107877,woodland
107878,woodland
107879,woodland
107880,woodland
107881,woodland
107882,woodland
107883,woodland
107884,woodland
107885,woodland
107886,woodland
107887,woodland
107888,woodland
107889,woodland
107890,woodland
107891,woodland
107892,woodland
107893,woodland
107894,woodland
107895,woodland
107896,woodland
107898,woodland
107900,woodland
107901,woodland
107902,woodland
107903,woodland
107905,woodland
108049,woodland
108050,woodland
108054,woodland
108056,woodland
108065,woodland
108085,woodland
108111,woodland
108112,woodland
108113,woodland
108116,woodland
108124,woodland
108137,woodland
108139,woodland
108142,woodland
108145,woodland
108147,woodland
108149,woodland
108150,woodland
108151,woodland
108152,woodland
108153,woodland
108155,woodland
108156,woodland
108157,woodland
108158,woodland
108159,woodland
108160,woodland
108161,woodland
108163,woodland
108177,woodland
108208,woodland
108443,woodland
108444,woodland
108445,woodland
108446,woodland
108448,woodland
108450,woodland
108451,woodland
108452,woodland
108453,woodland
108454,woodland
108455,woodland
108456,woodland
108457,woodland
108458,woodland
108459,woodland
108460,woodland
108461,woodland
108462,woodland
108463,woodland
108464,woodland
108465,woodland
108466,woodland
108467,woodland
108469,woodland
108470,woodland
108471,woodland
108472,woodland
108473,woodland
108474,woodland
108475,woodland
108476,woodland
108477,woodland
108479,woodland
108482,woodland
108485,woodland
108634,woodland
108635,woodland
108641,woodland
108652,woodland
108694,woodland
108695,woodland
108697,woodland
108698,woodland
108710,woodland
108719,woodland
108721,woodland
108722,woodland
108725,woodland
108726,woodland
108727,woodland
108729,woodland
108732,woodland
108733,woodland
108734,woodland
108736,woodland
108738,woodland
108739,woodland
108740,woodland
108742,woodland
108744,woodland
108745,woodland
108783,woodland
108789,woodland
108790,woodland
108791,woodland
108792,woodland
109026,woodland
109029,woodland
109030,woodland
109032,woodland
109033,woodland
109034,woodland
109035,woodland
109036,woodland
109037,woodland
109038,woodland
109039,woodland
109040,woodland
109041,woodland
109042,woodland
109043,woodland
109044,woodland
109045,woodland
109046,woodland
109047,woodland
109048,woodland
109049,woodland
109050,woodland
109051,woodland
109052,woodland
109053,woodland
109054,woodland
109055,woodland
109056,woodland
109057,woodland
109058,woodland
109059,woodland
109060,woodland
109061,woodland
109064,woodland
109190,woodland
109210,woodland
109211,woodland
109213,woodland
109217,woodland
109220,woodland
109221,woodland
109222,woodland
109224,woodland
109225,woodland
109227,woodland
109228,woodland
109229,woodland
109230,woodland
109232,woodland
109234,woodland
109235,woodland
109250,woodland
109264,woodland
109280,woodland
109283,woodland
109297,woodland
109305,woodland
109306,woodland
109307,woodland
109308,woodland
109309,woodland
109310,woodland
109312,woodland
109315,woodland
109316,woodland
109317,woodland
109318,woodland
109319,woodland
109321,woodland
109322,woodland
109325,woodland
109326,woodland
109328,woodland
109373,woodland
109375,woodland
109611,woodland
109613,woodland
109616,woodland
109617,woodland
109619,woodland
109620,woodland
109621,woodland
109622,woodland
109623,woodland
109624,woodland
109625,woodland
109626,woodland
109627,woodland
109628,woodland
109629,woodland
109630,woodland
109631,woodland
109632,woodland
109633,woodland
109634,woodland
109635,woodland
109636,woodland
109637,woodland
109638,woodland
109639,woodland
109640,woodland
109641,woodland
109642,woodland
109643,woodland
109644,woodland
109645,woodland
109646,woodland
109648,woodland
109650,woodland
109772,woodland
109773,woodland
109774,woodland
109796,woodland
109800,woodland
109801,woodland
109803,woodland
109806,woodland
109808,woodland
109812,woodland
109813,woodland
109814,woodland
109815,woodland
109816,woodland
109817,woodland
109843,woodland
109863,woodland
109864,woodland
109879,woodland
109883,woodland
109888,woodland
109890,woodland
109893,woodland
109894,woodland
109896,woodland
109897,woodland
109898,woodland
109899,woodland
109900,woodland
109901,woodland
109902,woodland
109903,woodland
109904,woodland
109907,woodland
109908,woodland
109919,woodland
109948,woodland
109956,woodland
110195,woodland
110200,woodland
110201,woodland
110203,woodland
110204,woodland
110205,woodland
110206,woodland
110207,woodland
110208,woodland
110209,woodland
110210,woodland
110211,woodland
110212,woodland
110213,woodland
110214,woodland
110215,woodland
110216,woodland
110217,woodland
110218,woodland
110219,woodland
110220,woodland
110221,woodland
110222,woodland
110223,woodland
110224,woodland
110225,woodland
110226,woodland
110227,woodland
110228,woodland
110229,woodland
110356,woodland
110357,woodland
110376,woodland
110385,woodland
110386,woodland
110389,woodland
110394,woodland
110397,woodland
110400,woodland
110401,woodland
110402,woodland
110416,woodland
110447,woodland
110451,woodland
110458,woodland
110461,woodland
110465,woodland
110472,woodland
110474,woodland
110476,woodland
110477,woodland
110480,woodland
110481,woodland
110482,woodland
110483,woodland
110484,woodland
110485,woodland
110487,woodland
110497,woodland
110498,woodland
110538,woodland
110782,woodland
110784,woodland
110787,woodland
110788,woodland
110789,woodland
110790,woodland
110791,woodland
110792,woodland
110793,woodland
110794,woodland
110795,woodland
110796,woodland
110797,woodland
110798,woodland
110799,woodland
110800,woodland
110801,woodland
110802,woodland
110803,woodland
110804,woodland
110805,woodland
110806,woodland
110807,woodland
110808,woodland
110809,woodland
110810,woodland
110811,woodland
110936,woodland
110939,woodland
110975,woodland
110976,woodland
110977,woodland
110978,woodland
110981,woodland
110982,woodland
111000,woodland
111024,woodland
111028,woodland
111044,woodland
111050,woodland
111051,woodland
111053,woodland
111055,woodland
111057,woodland
111060,woodland
111061,woodland
111062,woodland
111063,woodland
111064,woodland
111065,woodland
111067,woodland
111068,woodland
111070,woodland
111075,woodland
111360,woodland
111363,woodland
111369,woodland
111370,woodland
111371,woodland
111372,woodland
111373,woodland
111374,woodland
111375,woodland
111376,woodland
111377,woodland
111378,woodland
111379,woodland
111380,woodland
111381,woodland
111382,woodland
111383,woodland
111384,woodland
111385,woodland
111386,woodland
111387,woodland
111388,woodland
111389,woodland
111390,woodland
111391,woodland
111392,woodland
111393,woodland
111394,woodland
111395,woodland
111526,woodland
111555,woodland
111556,woodland
111557,woodland
111558,woodland
111559,woodland
111561,woodland
111562,woodland
111563,woodland
111565,woodland
111591,woodland
111609,woodland
111612,woodland
111615,woodland
111630,woodland
111632,woodland
111634,woodland
111635,woodland
111644,woodland
111645,woodland
111646,woodland
111648,woodland
111649,woodland
111650,woodland
111680,woodland
111681,woodland
111686,woodland
111945,woodland
111953,woodland
111954,woodland
111955,woodland
111956,woodland
111957,woodland
111958,woodland
111959,woodland
111960,woodland
111961,woodland
111962,woodland
111963,woodland
111964,woodland
111965,woodland
111966,woodland
111967,woodland
111968,woodland
111969,woodland
111970,woodland
111971,woodland
111972,woodland
111973,woodland
111974,woodland
111975,woodland
111976,woodland
111977,woodland
112103,woodland
112141,woodland
112144,woodland
112145,woodland
112192,woodland
112196,woodland
112198,woodland
112206,woodland
112213,woodland
112214,woodland
112217,woodland
112218,woodland
112219,woodland
112220,woodland
112225,woodland
112229,woodland
112230,woodland
112231,woodland
112232,woodland
112233,woodland
112234,woodland
112534,woodland
112535,woodland
112537,woodland
112538,woodland
112539,woodland
112540,woodland
112541,woodland
112542,woodland
112543,woodland
112544,woodland
112545,woodland
112546,woodland
112547,woodland
112548,woodland
112549,woodland
112550,woodland
112551,woodland
112552,woodland
112553,woodland
112554,woodland
112555,woodland
112556,woodland
112557,woodland
112558,woodland
112559,woodland
112560,woodland
112561,woodland
112685,woodland
112686,woodland
112687,woodland
112688,woodland
112723,woodland
112724,woodland
112726,woodland
112751,woodland
112769,woodland
112772,woodland
112775,woodland
112776,woodland
112779,woodland
112780,woodland
112781,woodland
112798,woodland
112799,woodland
112801,woodland
112802,woodland
112803,woodland
112804,woodland
112810,woodland
112811,woodland
112812,woodland
112813,woodland
112814,woodland
112815,woodland
112816,woodland
112817,woodland
113110,woodland
113120,woodland
113121,woodland
113122,woodland
113124,woodland
113125,woodland
113126,woodland
113127,woodland
113128,woodland
113129,woodland
113130,woodland
113131,woodland
113133,woodland
113134,woodland
113135,woodland
113136,woodland
113137,woodland
113138,woodland
113139,woodland
113140,woodland
113141,woodland
113142,woodland
113143,woodland
113268,woodland
113270,woodland
113274,woodland
113306,woodland
113307,woodland
113309,woodland
113310,woodland
113311,woodland
113315,woodland
113367,woodland
113373,woodland
113382,woodland
113383,woodland
113384,woodland
113385,woodland
113387,woodland
113388,woodland
113389,woodland
113390,woodland
113395,woodland
113396,woodland
113397,woodland
113398,woodland
113399,woodland
113400,woodland
113401,woodland
113414,woodland
113418,woodland
113432,woodland
113702,woodland
113707,woodland
113709,woodland
113710,woodland
113711,woodland
113712,woodland
113713,woodland
113714,woodland
113715,woodland
113716,woodland
113717,woodland
113718,woodland
113719,woodland
113720,woodland
113721,woodland
113723,woodland
113724,woodland
113849,woodland
113850,woodland
113851,woodland
113852,woodland
113859,woodland
113891,woodland
113893,woodland
113894,woodland
113897,woodland
113962,woodland
113964,woodland
113965,woodland
113966,woodland
113967,woodland
113968,woodland
113969,woodland
113970,woodland
113971,woodland
113972,woodland
113973,woodland
113974,woodland
113975,woodland
113977,woodland
113978,woodland
113979,woodland
113980,woodland
113981,woodland
113982,woodland
113998,woodland
114000,woodland
114021,woodland
114283,woodland
114291,woodland
114292,woodland
114293,woodland
114294,woodland
114297,woodland
114298,woodland
114299,woodland
114300,woodland
114302,woodland
114303,woodland
114304,woodland
114306,woodland
114307,woodland
114431,woodland
114432,woodland
114435,woodland
114438,woodland
114440,woodland
114442,woodland
114444,woodland
114498,woodland
114519,woodland
114547,woodland
114548,woodland
114549,woodland
114550,woodland
114551,woodland
114552,woodland
114554,woodland
114555,woodland
114557,woodland
114558,woodland
114559,woodland
114560,woodland
114562,woodland
114563,woodland
114564,woodland
114565,woodland
114566,woodland
114874,woodland
114877,woodland
114883,woodland
115013,woodland
115014,woodland
115019,woodland
115023,woodland
115025,woodland
115026,woodland
115046,woodland
115062,woodland
115063,woodland
115102,woodland
115107,woodland
115119,woodland
115127,woodland
115128,woodland
115130,woodland
115131,woodland
115132,woodland
115133,woodland
115134,woodland
115135,woodland
115136,woodland
115137,woodland
115138,woodland
115139,woodland
115141,woodland
115142,woodland
115143,woodland
115146,woodland
115168,woodland
115195,woodland
115202,woodland
115205,woodland
115460,woodland
115596,woodland
115597,woodland
115606,woodland
115643,woodland
115689,woodland
115692,woodland
115704,woodland
115711,woodland
115714,woodland
115716,woodland
115718,woodland
115719,woodland
115720,woodland
115724,woodland
115725,woodland
115726,woodland
115762,woodland
115775,woodland
116182,woodland
116188,woodland
116189,woodland
116191,woodland
116198,woodland
116214,woodland
116271,woodland
116273,woodland
116277,woodland
116297,woodland
116304,woodland
116308,woodland
116311,woodland
116312,woodland
116350,woodland
116351,woodland
116775,woodland
116781,woodland
116807,woodland
116853,woodland
116856,woodland
116866,woodland
116868,woodland
116870,woodland
116875,woodland
116876,woodland
116877,woodland
116878,woodland
116879,woodland
116881,woodland
116886,woodland
116887,woodland
116888,woodland
116893,woodland
117204,woodland
117363,woodland
117432,woodland
117439,woodland
117443,woodland
117448,woodland
117451,woodland
117453,woodland
117456,woodland
117457,woodland
117458,woodland
117459,woodland
117460,woodland
117462,woodland
117463,woodland
117466,woodland
117467,woodland
117470,woodland
117472,woodland
117475,woodland
117476,woodland
117477,woodland
117482,woodland
117501,woodland
118020,woodland
118022,woodland
118026,woodland
118029,woodland
118034,woodland
118037,woodland
118038,woodland
118039,woodland
118040,woodland
118042,woodland
118043,woodland
118044,woodland
118046,woodland
118047,woodland
118048,woodland
118049,woodland
118051,woodland
118052,woodland
118053,woodland
118054,woodland
118055,woodland
118056,woodland
118057,woodland
118058,woodland
118059,woodland
118060,woodland
118078,woodland
118080,woodland
118083,woodland
118086,woodland
118520,woodland
118605,woodland
118606,woodland
118607,woodland
118616,woodland
118620,woodland
118621,woodland
118623,woodland
118624,woodland
118625,woodland
118626,woodland
118632,woodland
118633,woodland
118635,woodland
118636,woodland
118638,woodland
118639,woodland
118640,woodland
118642,woodland
118643,woodland
118667,woodland
118670,woodland
119080,woodland
119122,woodland
119203,woodland
119204,woodland
119207,woodland
119208,woodland
119209,woodland
119210,woodland
119211,woodland
119212,woodland
119213,woodland
119216,woodland
119217,woodland
119218,woodland
119220,woodland
119221,woodland
119222,woodland
119223,woodland
119224,woodland
119228,woodland
119236,woodland
119252,woodland
119253,woodland
119254,woodland
119255,woodland
119680,woodland
119688,woodland
119690,woodland
119708,woodland
119766,woodland
119768,woodland
119771,woodland
119772,woodland
119774,woodland
119776,woodland
119779,woodland
119787,woodland
119789,woodland
119790,woodland
119791,woodland
119792,woodland
119793,woodland
119794,woodland
119795,woodland
119796,woodland
119798,woodland
119799,woodland
119800,woodland
119801,woodland
119802,woodland
119803,woodland
119807,woodland
119808,woodland
119809,woodland
119810,woodland
119811,woodland
119812,woodland
119817,woodland
119820,woodland
119828,woodland
119833,woodland
119834,woodland
119843,woodland
119846,woodland
119864,woodland
119866,woodland
120269,woodland
120350,woodland
120367,woodland
120369,woodland
120370,woodland
120371,woodland
120372,woodland
120373,woodland
120374,woodland
120375,woodland
120376,woodland
120377,woodland
120378,woodland
120379,woodland
120380,woodland
120381,woodland
120384,woodland
120385,woodland
120386,woodland
120387,woodland
120389,woodland
120392,woodland
120393,woodland
120395,woodland
120410,woodland
120419,woodland
120428,woodland
120851,woodland
120856,woodland
120932,woodland
120938,woodland
120941,woodland
120949,woodland
120950,woodland
120952,woodland
120954,woodland
120955,woodland
120956,woodland
120957,woodland
120958,woodland
120959,woodland
120960,woodland
120961,woodland
120962,woodland
120963,woodland
120964,woodland
120965,woodland
120966,woodland
120967,woodland
120968,woodland
120970,woodland
120971,woodland
120973,woodland
120974,woodland
120975,woodland
120976,woodland
120983,woodland
120984,woodland
120985,woodland
120996,woodland
121003,woodland
121009,woodland
121408,woodland
121442,woodland
121447,woodland
121478,woodland
121515,woodland
121517,woodland
121522,woodland
121532,woodland
