ADM2_CODE,ADM0_CODE,ADM0_NAME,ADM1_NAME,ADM1_CODE,ADM2_NAME,ZONE_ID,POLY_ID,POLY_NAME,WS_START,GS_START,xcoord,ycoord
"5152","226",Somalia,Galgaduud,"2059",Dhuusamarreeb,"5642",226+2059+5152,Somalia+Galgaduud+Dhuusamarreeb,"7","7",46.683051033796225,5.439778955709752
"5159","226",Somalia,Hiiraan,"2061",Beledweyn,"5643",226+2061+5159,Somalia+Hiiraan+Beledweyn,"7","7",45.378379719869535,4.723098755332249
"5184","226",Somalia,Mudug,"2066",Xarardheere,"5644",226+2066+5184,Somalia+Mudug+Xarardheere,"7","7",47.834239300210484,4.790396734015827
"5150","226",Somalia,Galgaduud,"2059",Ceel Buur,"5645",226+2059+5150,Somalia+Galgaduud+Ceel Buur,"7","7",46.840569922818766,4.759077284053462
"5132","226",Somalia,Bakool,"2055",Ceel Barde,"5646",226+2055+5132,Somalia+Bakool+Ceel Barde,"7","7",43.997177906688940,4.673060902692500
"5133","226",Somalia,Bakool,"2055",Rabdhuure,"5647",226+2055+5133,Somalia+Bakool+Rabdhuure,"7","7",43.210660166613685,4.241868200824909
"5151","226",Somalia,Galgaduud,"2059",Ceel Dheer,"5648",226+2059+5151,Somalia+Galgaduud+Ceel Dheer,"7","7",47.049829155670295,4.050501056578605
"5136","226",Somalia,Bakool,"2055",Xudur,"5649",226+2055+5136,Somalia+Bakool+Xudur,"7","7",43.905277583675392,4.187438711211208
"5134","226",Somalia,Bakool,"2055",Tiyeglow,"5650",226+2055+5134,Somalia+Bakool+Tiyeglow,"7","7",44.528115832255594,3.834438904652159
"5160","226",Somalia,Hiiraan,"2061",Bulo-Burte,"5651",226+2061+5160,Somalia+Hiiraan+Bulo-Burte,"7","7",45.537291757592932,3.897442230510082
"5158","226",Somalia,Gedo,"2060",Luuq,"5652",226+2060+5158,Somalia+Gedo+Luuq,"7","7",42.696629003076389,3.791823772217760
"5156","226",Somalia,Gedo,"2060",Doolow,"5653",226+2060+5156,Somalia+Gedo+Doolow,"7","7",42.139523805339131,4.001608791115324
"5135","226",Somalia,Bakool,"2055",Waajid,"5654",226+2055+5135,Somalia+Bakool+Waajid,"7","7",43.431922175788131,3.814948907481064
"5144","226",Somalia,Bay,"2058",Baydhabo,"5655",226+2058+5144,Somalia+Bay+Baydhabo,"7","7",43.638353227235811,3.264808221847129
"5154","226",Somalia,Gedo,"2060",Beled-Xaawo,"5656",226+2060+5154,Somalia+Gedo+Beled-Xaawo,"7","7",41.729938707595402,3.435204323464788
"5176","226",Somalia,Middle Shabelle,"2065",Aadan Yabaal,"5657",226+2065+5176,Somalia+Middle Shabelle+Aadan Yabaal,"7","7",46.555402613119959,3.539342576040038
"5157","226",Somalia,Gedo,"2060",Garbahaarey,"5658",226+2060+5157,Somalia+Gedo+Garbahaarey,"7","7",42.358219041388573,3.204441635511702
"5178","226",Somalia,Middle Shabelle,"2065",Cadale,"5659",226+2065+5178,Somalia+Middle Shabelle+Cadale,"7","7",46.262340485278727,3.090395521000258
"5145","226",Somalia,Bay,"2058",Buur Hakaba,"5660",226+2058+5145,Somalia+Bay+Buur Hakaba,"7","7",44.005940847673813,2.483752812619072
"5172","226",Somalia,Lower Shabelle,"2063",Wanla Weyn,"5661",226+2063+5172,Somalia+Lower Shabelle+Wanla Weyn,"7","7",44.905509818483637,2.790051131643308
"5155","226",Somalia,Gedo,"2060",Ceel Waaq,"5662",226+2060+5155,Somalia+Gedo+Ceel Waaq,"7","7",41.441889730364451,2.678768577557482
"5147","226",Somalia,Bay,"2058",Qansax Dheere,"5663",226+2058+5147,Somalia+Bay+Qansax Dheere,"7","7",42.839191571246836,2.813538250375943
"5153","226",Somalia,Gedo,"2060",Baardheere,"5664",226+2060+5153,Somalia+Gedo+Baardheere,"7","7",41.703936007792613,2.099409243348009
"5177","226",Somalia,Middle Shabelle,"2065",Balcad,"5665",226+2065+5177,Somalia+Middle Shabelle+Balcad,"7","7",45.657966711970474,2.486391463112429
"5166","226",Somalia,Lower Shabelle,"2063",Afgooye,"5666",226+2063+5166,Somalia+Lower Shabelle+Afgooye,"7","7",45.075996695363735,2.233974247382378
"5146","226",Somalia,Bay,"2058",Diinsoor,"5667",226+2058+5146,Somalia+Bay+Diinsoor,"7","7",42.900975849530198,2.100367945067162
"5170","226",Somalia,Lower Shabelle,"2063",Qoryooley,"5668",226+2063+5170,Somalia+Lower Shabelle+Qoryooley,"7","7",44.448482819154762,1.932884342822955
"5137","226",Somalia,Banaadir,"2056",Mogadishu,"5669",226+2056+5137,Somalia+Banaadir+Mogadishu,"7","7",45.425694608194121,2.106126264009978
"5175","226",Somalia,Middle Juba,"2064",Saakow,"5670",226+2064+5175,Somalia+Middle Juba+Saakow,"7","7",42.061840804666964,1.626927266528878
"5169","226",Somalia,Lower Shabelle,"2063",Marka,"5671",226+2063+5169,Somalia+Lower Shabelle+Marka,"7","7",44.720593288263515,1.738570293698841
"5168","226",Somalia,Lower Shabelle,"2063",Kurtunwaarey,"5672",226+2063+5168,Somalia+Lower Shabelle+Kurtunwaarey,"7","7",44.066010493989815,1.672911798773271
"5171","226",Somalia,Lower Shabelle,"2063",Sablaale,"5673",226+2063+5171,Somalia+Lower Shabelle+Sablaale,"7","7",43.519612040317497,1.381541591945301
"5167","226",Somalia,Lower Shabelle,"2063",Baraawe,"5674",226+2063+5167,Somalia+Lower Shabelle+Baraawe,"7","7",43.843379768216828,1.106672755315369
"5173","226",Somalia,Middle Juba,"2064",Bu'aale,"5675",226+2064+5173,Somalia+Middle Juba+Bu'aale,"7","7",42.739888245573049,1.196246932414704
"5164","226",Somalia,Lower Juba,"2062",Jamaame,"5676",226+2062+5164,Somalia+Lower Juba+Jamaame,"7","7",42.802025549746361,0.121366576022001
"5183","226",Somalia,Mudug,"2066",Jariiban,"5677",226+2066+5183,Somalia+Mudug+Jariiban,"7","7",49.000076353496013,7.161156947771579
"5180","226",Somalia,Mudug,"2066",Gaalkacyo,"5678",226+2066+5180,Somalia+Mudug+Gaalkacyo,"7","7",47.686929351272937,6.934016038973385
"5182","226",Somalia,Mudug,"2066",Hobyo,"5679",226+2066+5182,Somalia+Mudug+Hobyo,"7","7",48.203896653311133,5.969566861519280
"5165","226",Somalia,Lower Juba,"2062",Kismaayo,"5680",226+2062+5165,Somalia+Lower Juba+Kismaayo,"7","7",42.008151457104702,-0.378336469931208
"5163","226",Somalia,Lower Juba,"2062",Badhaadhe,"5681",226+2062+5163,Somalia+Lower Juba+Badhaadhe,"7","7",41.431184972936393,-0.853715490489273
